"id","neighbourhood_group","neighbourhood","lat","long","instant_bookable","room_type","construction_year","price","service_fee","min_nights","host_listings_count","availability"
84734,"Brooklyn","Prospect-Lefferts Gardens",40.66146,-73.95081,TRUE,"Entire home/apt",2016,333,67,1,1,341
51577,"Manhattan","Lower East Side",40.72075,-73.99179,TRUE,"Entire home/apt",2006,1193,239,2,208,104
88593,"Brooklyn","Bedford-Stuyvesant",40.69328,-73.95447,TRUE,"Private room",2003,235,47,1,1,0
57138,"Manhattan","Upper West Side",40.76878,-73.98322,FALSE,"Entire home/apt",2022,195,39,29,12,37
3771,"Brooklyn","Sunset Park",40.655,-74.00676,TRUE,"Private room",2005,287,57,2,1,24
31049,"Manhattan","Harlem",40.82356,-73.9401,TRUE,"Private room",2004,590,118,2,3,78
73408,"Manhattan","Chelsea",40.74968,-73.98951,TRUE,"Entire home/apt",2021,849,170,3,1,0
95672,"Brooklyn","Williamsburg",40.7137,-73.96674,FALSE,"Private room",2020,920,184,2,1,3
84203,"Queens","Forest Hills",40.72282,-73.85571,FALSE,"Private room",2015,83,17,25,2,116
42113,"Brooklyn","Bushwick",40.68638,-73.90863,FALSE,"Entire home/apt",2014,572,114,2,1,112
33933,"Brooklyn","East New York",40.6743,-73.87368,TRUE,"Private room",2013,354,71,1,6,180
57924,"Brooklyn","Bedford-Stuyvesant",40.68759,-73.94436,TRUE,"Entire home/apt",2020,493,99,4,2,361
43886,"Queens","Ridgewood",40.7093,-73.8954,FALSE,"Private room",2020,833,167,30,23,252
23314,"Manhattan","Upper East Side",40.77296,-73.95711,FALSE,"Entire home/apt",2019,52,10,30,29,264
29486,"Brooklyn","Bedford-Stuyvesant",40.68766,-73.92788,FALSE,"Private room",2009,78,16,2,5,358
37332,"Manhattan","Hell's Kitchen",40.75983,-73.99064,TRUE,"Entire home/apt",2015,1187,237,2,1,254
9373,"Brooklyn","Crown Heights",40.66898,-73.9514,FALSE,"Private room",2003,335,67,2,3,108
59768,"Manhattan","Harlem",40.82114,-73.94141,TRUE,"Private room",2013,378,76,1,1,365
21565,"Brooklyn","Crown Heights",40.67083,-73.94808,TRUE,"Entire home/apt",2010,426,85,2,1,0
65835,"Brooklyn","Williamsburg",40.71442,-73.96233,FALSE,"Entire home/apt",2010,545,109,30,1,0
91479,"Manhattan","Lower East Side",40.72056,-73.98539,FALSE,"Entire home/apt",2006,699,140,2,1,180
66888,"Queens","Woodside",40.74445,-73.89126,FALSE,"Private room",2003,629,126,30,152,30
37997,"Brooklyn","Gowanus",40.68155,-73.98947,FALSE,"Private room",2021,234,47,30,3,365
39716,"Manhattan","Hell's Kitchen",40.76428,-73.98988,TRUE,"Entire home/apt",2003,1088,218,2,1,230
1037,"Manhattan","Washington Heights",40.83559,-73.94095,FALSE,"Private room",2021,489,98,2,1,220
28965,"Bronx","Norwood",40.87504,-73.88476,TRUE,"Private room",2014,1103,221,3,1,83
75390,"Queens","Astoria",40.76553,-73.91353,TRUE,"Private room",2010,124,25,2,1,0
53739,"Brooklyn","East Flatbush",40.64901342,-73.94106655,TRUE,"Private room",2003,712,142,2,3,138
13129,"Brooklyn","Greenpoint",40.73036,-73.95453,FALSE,"Private room",2014,921,184,1,2,249
76363,"Manhattan","Chelsea",40.74853,-73.99593,TRUE,"Private room",2006,1138,228,1,1,0
20503,"Manhattan","Chinatown",40.71704,-73.99081,TRUE,"Private room",2013,577,115,2,1,0
28480,"Queens","Woodside",40.74602,-73.90604,TRUE,"Private room",2007,615,123,1,1,0
38619,"Manhattan","Lower East Side",40.70981,-73.98702,FALSE,"Shared room",2007,594,119,14,28,322
50212,"Bronx","University Heights",40.85477,-73.91597,TRUE,"Private room",2016,262,52,2,4,20
19629,"Brooklyn","Williamsburg",40.71124,-73.96451,TRUE,"Entire home/apt",2007,486,97,2,1,0
86085,"Brooklyn","Fort Greene",40.69286,-73.98037,FALSE,"Entire home/apt",2017,988,198,10,1,82
68943,"Manhattan","Midtown",40.74566,-73.98126,TRUE,"Entire home/apt",2011,505,101,3,1,0
38783,"Manhattan","East Village",40.72256,-73.98544,FALSE,"Entire home/apt",2017,590,118,30,232,265
53485,"Manhattan","Harlem",40.81766,-73.94363,FALSE,"Entire home/apt",2022,1193,239,4,1,50
86046,"Brooklyn","Prospect-Lefferts Gardens",40.66117,-73.94317,TRUE,"Private room",2021,635,127,1,1,159
17896,"Manhattan","Harlem",40.80266,-73.95792,FALSE,"Entire home/apt",2011,939,188,1,1,8
30049,"Brooklyn","Prospect-Lefferts Gardens",40.66322,-73.95142,TRUE,"Private room",2016,436,87,2,1,52
50435,"Brooklyn","Crown Heights",40.67335,-73.92054,TRUE,"Private room",2004,346,69,2,2,346
77497,"Queens","Jackson Heights",40.75418,-73.88586,FALSE,"Private room",2015,993,199,2,1,1
67402,"Manhattan","Harlem",40.82343,-73.93897,FALSE,"Private room",2019,773,155,30,1,0
34987,"Manhattan","West Village",40.73397,-74.00168,TRUE,"Entire home/apt",2005,599,120,2,1,0
30540,"Brooklyn","Bushwick",40.69121,-73.92099,TRUE,"Private room",2022,1182,236,2,1,0
21595,"Manhattan","Upper West Side",40.80238,-73.96503,FALSE,"Private room",2006,211,42,2,1,0
85456,"Manhattan","East Harlem",40.7888,-73.94247,FALSE,"Entire home/apt",2018,885,177,30,16,137
34977,"Brooklyn","Williamsburg",40.71532,-73.96209,FALSE,"Private room",2012,460,92,3,3,61
43364,"Queens","Ditmars Steinway",40.77832,-73.90604,TRUE,"Private room",2003,360,72,20,3,0
8061,"Manhattan","East Village",40.72551,-73.97893,TRUE,"Entire home/apt",2008,781,156,30,1,326
60900,"Queens","Glendale",40.70494,-73.88892,TRUE,"Private room",2014,804,161,2,1,235
94353,"Brooklyn","Sheepshead Bay",40.59143,-73.95548,FALSE,"Private room",2021,493,99,2,2,340
69247,"Bronx","Longwood",40.81611,-73.89909,TRUE,"Entire home/apt",2022,719,144,5,1,63
43786,"Brooklyn","Greenpoint",40.72599,-73.95498,FALSE,"Private room",2022,1147,229,1,1,123
54411,"Staten Island","Randall Manor",40.63587,-74.1213,TRUE,"Private room",2007,671,134,7,1,46
62917,"Manhattan","East Harlem",40.785671,-73.949539,TRUE,"Entire home/apt",2008,969,194,30,48,339
28168,"Manhattan","Upper West Side",40.78165,-73.9749,FALSE,"Private room",2003,637,127,2,2,0
61951,"Manhattan","Upper West Side",40.78061,-73.97527,FALSE,"Entire home/apt",2005,401,80,30,1,276
77701,"Manhattan","Gramercy",40.73794,-73.98423,TRUE,"Entire home/apt",2019,1058,212,10,1,48
67331,"Brooklyn","Crown Heights",40.67291,-73.92374,FALSE,"Private room",2014,138,28,30,4,42
46072,"Brooklyn","Crown Heights",40.67623,-73.93642,FALSE,"Entire home/apt",2016,343,69,3,1,46
71231,"Queens","Sunnyside",40.73747,-73.9248,TRUE,"Entire home/apt",2019,1194,239,1,2,147
40980,"Manhattan","Upper West Side",40.80044,-73.95953,TRUE,"Private room",2016,847,169,30,32,317
52481,"Brooklyn","Windsor Terrace",40.6566,-73.97796,TRUE,"Entire home/apt",2019,588,118,1,6,64
76323,"Manhattan","Midtown",40.76574,-73.98188,FALSE,"Entire home/apt",2003,598,120,30,18,316
87576,"Manhattan","Midtown",40.75259,-73.97061,TRUE,"Entire home/apt",2005,1023,205,1,1,193
102116,"Brooklyn","Williamsburg",40.70668,-73.95478,TRUE,"Private room",2014,494,99,4,2,0
9012,"Manhattan","Hell's Kitchen",40.76441,-73.99245,TRUE,"Entire home/apt",2008,1042,208,7,3,154
75259,"Brooklyn","Bushwick",40.69594,-73.90685,FALSE,"Private room",2022,1081,216,1,1,83
62387,"Brooklyn","Sea Gate",40.5793,-74.0046,TRUE,"Entire home/apt",2015,881,176,30,5,177
101155,"Manhattan","Midtown",40.75369,-73.96679,FALSE,"Private room",2017,1019,204,2,1,3
29488,"Brooklyn","Cobble Hill",40.6887,-73.99168,TRUE,"Private room",2017,1121,224,1,3,0
53323,"Brooklyn","Greenpoint",40.73763,-73.95505,TRUE,"Entire home/apt",2005,833,167,6,2,15
11077,"Manhattan","Theater District",40.75731,-73.98435,TRUE,"Private room",2009,909,182,4,3,362
4327,"Manhattan","Upper East Side",40.77291,-73.95176,TRUE,"Entire home/apt",2009,962,192,25,1,246
79586,"Brooklyn","Bushwick",40.69511,-73.90715,TRUE,"Private room",2004,646,129,4,1,11
4774,"Manhattan","Washington Heights",40.85304,-73.93555,FALSE,"Entire home/apt",2014,120,24,2,1,25
30970,"Manhattan","SoHo",40.72613,-74.00188,TRUE,"Entire home/apt",2005,333,67,2,1,8
13730,"Manhattan","Harlem",40.82317,-73.94507,FALSE,"Entire home/apt",2015,1189,238,3,1,162
17253,"Manhattan","Harlem",40.8085,-73.94113,FALSE,"Private room",2007,118,24,14,2,184
75606,"Manhattan","Upper West Side",40.79658,-73.96118,TRUE,"Private room",2020,873,175,1,2,75
55467,"Queens","Elmhurst",40.74186,-73.87475,TRUE,"Entire home/apt",2011,367,73,1,2,173
80980,"Manhattan","Hell's Kitchen",40.76383,-73.99251,TRUE,"Entire home/apt",2022,552,110,2,1,0
16440,"Brooklyn","Bushwick",40.69746,-73.92065,TRUE,"Private room",2005,437,87,1,1,202
75863,"Brooklyn","Park Slope",40.67861,-73.98066,TRUE,"Entire home/apt",2019,649,130,30,1,250
39340,"Brooklyn","Bushwick",40.70134,-73.92111,TRUE,"Private room",2017,628,126,5,1,0
64597,"Queens","Cambria Heights",40.68708,-73.73614,TRUE,"Private room",2009,287,57,1,5,90
40476,"Manhattan","Tribeca",40.71509,-74.00779,TRUE,"Entire home/apt",2019,864,173,3,1,0
57720,"Brooklyn","Crown Heights",40.66509,-73.95076,FALSE,"Entire home/apt",2021,251,50,3,1,72
68215,"Brooklyn","Park Slope",40.66861,-73.97714,TRUE,"Entire home/apt",2003,564,113,1,1,0
87341,"Brooklyn","Brighton Beach",40.57577,-73.96115,FALSE,"Private room",2011,167,33,1,2,343
88869,"Brooklyn","Bushwick",40.69025,-73.91251,FALSE,"Private room",2022,1189,238,1,1,290
37086,"Brooklyn","Bay Ridge",40.62444,-74.02916,TRUE,"Private room",2016,822,164,2,2,12
50371,"Brooklyn","Park Slope",40.67967,-73.97663,FALSE,"Entire home/apt",2019,111,22,3,1,313
39559,"Manhattan","Hell's Kitchen",40.76707,-73.98591,TRUE,"Private room",2007,962,192,2,1,0
75295,"Brooklyn","Flatbush",40.64938,-73.96682,FALSE,"Entire home/apt",2010,248,50,2,1,260
85279,"Manhattan","Upper West Side",40.79749,-73.96307,FALSE,"Private room",2019,81,16,7,1,110
12245,"Manhattan","Two Bridges",40.71255,-73.99673,FALSE,"Entire home/apt",2013,405,81,6,2,20
28580,"Manhattan","Upper East Side",40.78314,-73.94659,FALSE,"Private room",2022,90,18,1,1,7
78052,"Brooklyn","Bushwick",40.69544,-73.92994,TRUE,"Private room",2017,903,181,2,1,0
16686,"Queens","Astoria",40.75619,-73.92546,FALSE,"Private room",2003,1128,226,60,1,255
8273,"Manhattan","Midtown",40.74832,-73.98814,TRUE,"Entire home/apt",2007,192,38,6,1,79
17047,"Manhattan","Upper West Side",40.78853,-73.9751,FALSE,"Entire home/apt",2009,928,186,4,1,211
31031,"Queens","Astoria",40.75465,-73.91357,TRUE,"Shared room",2011,313,63,1,4,66
47964,"Manhattan","SoHo",40.72236,-74.00255,TRUE,"Entire home/apt",2011,424,85,3,1,77
78705,"Brooklyn","Bedford-Stuyvesant",40.69,-73.93783,FALSE,"Entire home/apt",2019,404,81,4,2,100
7147,"Brooklyn","Sheepshead Bay",40.60059,-73.95899,FALSE,"Private room",2021,781,156,1,2,132
92190,"Brooklyn","Crown Heights",40.67518,-73.94771,FALSE,"Private room",2010,799,160,3,1,0
52656,"Brooklyn","Bedford-Stuyvesant",40.67916,-73.90895,FALSE,"Private room",2015,569,114,1,5,84
71247,"Manhattan","Harlem",40.8145,-73.94962,FALSE,"Private room",2012,807,161,1,1,0
67684,"Manhattan","Midtown",40.74616,-73.98252,TRUE,"Entire home/apt",2003,553,111,30,1,0
48145,"Manhattan","Hell's Kitchen",40.75957,-73.99535,TRUE,"Private room",2021,163,33,3,1,5
43017,"Brooklyn","Crown Heights",40.66652,-73.93167,FALSE,"Entire home/apt",2013,65,13,3,1,313
3043,"Manhattan","Upper East Side",40.78277,-73.95164,FALSE,"Entire home/apt",2013,970,194,2,1,165
44790,"Bronx","Belmont",40.85648,-73.88501,FALSE,"Private room",2011,976,195,2,1,325
51393,"Manhattan","Harlem",40.80494,-73.94998,TRUE,"Entire home/apt",2011,242,48,2,3,228
36560,"Brooklyn","Crown Heights",40.675,-73.91903,TRUE,"Private room",2019,958,192,30,2,89
53930,"Manhattan","Midtown",40.750374,-73.983665,TRUE,"Private room",2003,487,97,1,23,20
44747,"Brooklyn","Williamsburg",40.71926,-73.95485,FALSE,"Private room",2013,405,81,3,1,0
101584,"Brooklyn","Bedford-Stuyvesant",40.67704,-73.91484,FALSE,"Private room",2010,981,196,1,1,0
71152,"Manhattan","Upper East Side",40.77084,-73.95811,TRUE,"Private room",2012,256,51,1,2,278
87509,"Brooklyn","Bedford-Stuyvesant",40.68374,-73.95012,FALSE,"Private room",2022,651,130,1,1,0
94425,"Brooklyn","Greenpoint",40.73556,-73.95726,TRUE,"Entire home/apt",2007,1093,219,2,2,7
53470,"Queens","East Elmhurst",40.76857,-73.87287,FALSE,"Private room",2008,250,50,1,4,0
31760,"Manhattan","Hell's Kitchen",40.75417,-73.99435,TRUE,"Private room",2011,387,77,4,1,0
4522,"Brooklyn","Prospect Heights",40.67527,-73.96604,TRUE,"Entire home/apt",2010,701,140,1,1,305
75932,"Brooklyn","Bushwick",40.69924,-73.91261,TRUE,"Private room",2022,852,170,10,2,0
36888,"Brooklyn","Bushwick",40.7027,-73.91429,FALSE,"Private room",2005,1157,231,5,1,53
19764,"Brooklyn","Williamsburg",40.70653,-73.93864,TRUE,"Entire home/apt",2022,723,145,4,1,212
61298,"Brooklyn","Midwood",40.61315,-73.95502,FALSE,"Private room",2011,1182,236,3,3,64
21516,"Queens","Ridgewood",40.69645,-73.90223,TRUE,"Entire home/apt",2016,221,44,2,1,0
56033,"Queens","Jamaica",40.6794,-73.79653,FALSE,"Entire home/apt",2010,153,31,1,1,339
57320,"Manhattan","Harlem",40.80594,-73.94696,FALSE,"Entire home/apt",2016,1120,224,3,1,14
94811,"Manhattan","Midtown",40.74234,-73.98277,TRUE,"Entire home/apt",2022,429,86,5,4,40
50390,"Brooklyn","Bedford-Stuyvesant",40.681004,-73.913139,FALSE,"Private room",2017,1056,211,1,5,62
18134,"Brooklyn","Bedford-Stuyvesant",40.68569,-73.92549,FALSE,"Entire home/apt",2008,1095,219,5,1,330
59133,"Brooklyn","Williamsburg",40.71184,-73.94725,TRUE,"Entire home/apt",2021,557,111,4,3,192
46686,"Brooklyn","Bedford-Stuyvesant",40.67866,-73.94759,FALSE,"Entire home/apt",2007,107,21,4,1,9
14681,"Manhattan","Midtown",40.75615,-73.9649,FALSE,"Entire home/apt",2006,463,93,30,49,121
102111,"Manhattan","Upper West Side",40.77371,-73.98043,TRUE,"Entire home/apt",2005,585,117,30,34,278
58060,"Manhattan","Midtown",40.74759,-73.98895,FALSE,"Entire home/apt",2006,523,105,7,53,176
2724,"Brooklyn","Williamsburg",40.71867,-73.9557,TRUE,"Entire home/apt",2011,1110,222,3,2,21
38596,"Manhattan","Kips Bay",40.73857,-73.97972,TRUE,"Entire home/apt",2020,609,122,1,1,90
72814,"Brooklyn","Columbia St",40.68053,-74.00387,TRUE,"Entire home/apt",2020,977,195,3,1,356
71364,"Manhattan","Hell's Kitchen",40.76146,-73.9896,FALSE,"Private room",2015,567,113,5,1,0
68313,"Manhattan","Upper West Side",40.78696,-73.97293,TRUE,"Shared room",2009,878,176,3,1,0
80022,"Manhattan","Harlem",40.80833,-73.95101,TRUE,"Entire home/apt",2008,557,111,3,1,96
24647,"Manhattan","East Village",40.72838,-73.97943,TRUE,"Entire home/apt",2019,130,26,2,1,58
57911,"Brooklyn","East Flatbush",40.64002,-73.94353,TRUE,"Private room",2022,939,188,1,2,247
94672,"Brooklyn","Greenpoint",40.72251,-73.95103,FALSE,"Entire home/apt",2013,617,123,3,1,70
79333,"Manhattan","Midtown",40.76352,-73.9831,FALSE,"Entire home/apt",2003,807,161,2,1,263
19645,"Queens","Queens Village",40.72816,-73.73874,FALSE,"Entire home/apt",2014,592,118,30,2,180
84352,"Brooklyn","Greenpoint",40.72306,-73.94786,TRUE,"Entire home/apt",2003,748,150,2,1,264
58678,"Bronx","Concourse Village",40.82054,-73.92538,TRUE,"Shared room",2019,512,102,3,1,365
57843,"Manhattan","Upper East Side",40.77586,-73.96099,FALSE,"Entire home/apt",2004,348,70,30,4,89
8527,"Brooklyn","Bay Ridge",40.62487,-74.02949,TRUE,"Private room",2003,268,54,30,4,168
21187,"Brooklyn","Bushwick",40.6821,-73.90856,TRUE,"Private room",2019,560,112,2,4,179
72144,"Manhattan","Upper East Side",40.77391,-73.94816,TRUE,"Entire home/apt",2006,1165,233,3,1,0
35377,"Brooklyn","Gowanus",40.68255,-73.98911,TRUE,"Entire home/apt",2016,389,78,5,2,54
86881,"Manhattan","East Village",40.72746,-73.97611,FALSE,"Entire home/apt",2011,1014,203,2,1,229
86300,"Brooklyn","Greenpoint",40.72217,-73.948,FALSE,"Private room",2017,308,62,1,1,184
3747,"Brooklyn","Greenpoint",40.72599,-73.94172,TRUE,"Entire home/apt",2010,146,29,30,52,-10
47346,"Brooklyn","Clinton Hill",40.68729,-73.96766,TRUE,"Entire home/apt",2007,1080,216,2,2,37
73991,"Manhattan","Financial District",40.70573,-74.01077,FALSE,"Private room",2012,155,31,2,327,280
22965,"Manhattan","Upper East Side",40.77294,-73.95351,TRUE,"Entire home/apt",2009,682,136,1,5,287
52955,"Manhattan","Midtown",40.76169,-73.9752,TRUE,"Entire home/apt",2011,813,163,1,44,357
21869,"Manhattan","Lower East Side",40.71862,-73.98405,FALSE,"Entire home/apt",2019,92,18,4,1,14
93365,"Manhattan","Hell's Kitchen",40.7648,-73.98879,TRUE,"Shared room",2016,648,130,1,6,362
98254,"Brooklyn","East Flatbush",40.66184,-73.93436,FALSE,"Private room",2008,949,190,1,6,365
70747,"Queens","Queens Village",40.72512,-73.73986,TRUE,"Private room",2018,857,171,1,1,363
70945,"Manhattan","Lower East Side",40.71804,-73.99147,FALSE,"Entire home/apt",2014,100,20,1,4,100
67239,"Manhattan","Flatiron District",40.74105,-73.98607,TRUE,"Entire home/apt",2005,429,86,30,1,0
10632,"Manhattan","Chinatown",40.71343,-73.99532,FALSE,"Private room",2019,355,71,2,1,206
23090,"Brooklyn","Downtown Brooklyn",40.70001,-73.98969,FALSE,"Entire home/apt",2004,850,170,2,1,166
91449,"Manhattan","Washington Heights",40.84099,-73.93694,FALSE,"Private room",2008,276,55,5,3,228
63194,"Staten Island","St. George",40.64633,-74.07951,FALSE,"Private room",2021,446,89,4,8,232
88432,"Manhattan","Inwood",40.86238,-73.92806,TRUE,"Entire home/apt",2021,672,134,3,1,0
22208,"Queens","Flushing",40.75901,-73.81461,FALSE,"Private room",2010,870,174,3,10,172
38167,"Manhattan","Harlem",40.8242,-73.9537,FALSE,"Entire home/apt",2014,1076,215,2,1,0
90450,"Manhattan","Financial District",40.70618,-74.00385,TRUE,"Private room",2003,769,154,15,1,0
25324,"Manhattan","Chelsea",40.74648,-73.99286,TRUE,"Private room",2005,507,101,3,1,0
19328,"Brooklyn","Crown Heights",40.67183,-73.94934,FALSE,"Entire home/apt",2007,271,54,2,1,220
37735,"Brooklyn","Williamsburg",40.71719,-73.95757,FALSE,"Entire home/apt",2007,405,81,2,1,34
97864,"Queens","Woodside",40.75398,-73.90084,FALSE,"Private room",2021,591,118,2,5,88
82907,"Brooklyn","Flatbush",40.65108,-73.95417,FALSE,"Private room",2003,111,22,2,4,0
92954,"Brooklyn","Williamsburg",40.71147,-73.96,FALSE,"Entire home/apt",2015,827,165,2,1,96
57538,"Manhattan","SoHo",40.72678,-74.00176,TRUE,"Entire home/apt",2020,674,135,30,1,258
21988,"Brooklyn","Flatbush",40.63865,-73.95786,FALSE,"Private room",2010,224,45,2,2,0
85858,"Manhattan","Washington Heights",40.84909,-73.93829,FALSE,"Private room",2017,1142,228,2,1,250
60846,"Queens","Ridgewood",40.70513,-73.90976,FALSE,"Entire home/apt",2016,882,176,3,1,162
17207,"Brooklyn","Williamsburg",40.71673,-73.94832,TRUE,"Private room",2015,94,19,5,1,0
40091,"Brooklyn","Greenpoint",40.72706,-73.95439,TRUE,"Private room",2004,652,130,7,1,0
57355,"Brooklyn","Bushwick",40.70324,-73.92687,TRUE,"Private room",2006,57,11,1,3,323
85892,"Brooklyn","South Slope",40.6617,-73.98221,TRUE,"Private room",2020,116,23,14,1,-4
4501,"Brooklyn","Flatbush",40.65235,-73.9635,FALSE,"Entire home/apt",2003,1146,229,2,1,271
15732,"Queens","Jackson Heights",40.74859,-73.88628,FALSE,"Private room",2012,789,158,1,4,215
99469,"Brooklyn","Greenpoint",40.73079,-73.95193,FALSE,"Entire home/apt",2019,761,152,1,33,0
7677,"Manhattan","Financial District",40.70471,-74.00817,FALSE,"Private room",2017,597,119,3,1,80
75224,"Queens","Middle Village",40.72355,-73.87456,TRUE,"Entire home/apt",2006,295,59,30,1,323
77387,"Brooklyn","Williamsburg",40.70816,-73.94822,TRUE,"Private room",2006,1173,235,4,1,0
47588,"Manhattan","Hell's Kitchen",40.75895,-73.99509,FALSE,"Private room",2007,396,79,4,1,8
88450,"Manhattan","Harlem",40.8305,-73.9437,TRUE,"Private room",2013,1120,224,2,1,0
6967,"Manhattan","Kips Bay",40.74045,-73.98175,TRUE,"Private room",2004,695,139,5,1,312
84800,"Brooklyn","Fort Greene",40.68762,-73.97516,FALSE,"Private room",2003,158,32,4,3,160
79367,"Manhattan","Chinatown",40.71326,-73.99698,TRUE,"Private room",2018,979,196,2,1,68
48805,"Manhattan","Hell's Kitchen",40.76911,-73.99248,TRUE,"Entire home/apt",2007,895,179,1,1,10
58398,"Manhattan","Upper East Side",40.7811,-73.95319,FALSE,"Entire home/apt",2020,726,145,30,186,324
22556,"Brooklyn","Coney Island",40.57609,-73.98605,TRUE,"Entire home/apt",2017,595,119,3,6,150
5122,"Brooklyn","Crown Heights",40.67472,-73.94737,FALSE,"Entire home/apt",2008,1054,211,7,1,152
96765,"Brooklyn","Crown Heights",40.67726,-73.94618,FALSE,"Entire home/apt",2017,374,75,7,2,219
72182,"Brooklyn","Williamsburg",40.71122,-73.95663,TRUE,"Entire home/apt",2006,585,117,13,1,0
36093,"Brooklyn","Flatlands",40.62908,-73.92265,TRUE,"Private room",2011,480,96,1,1,365
71460,"Manhattan","Lower East Side",40.71508,-73.98973,TRUE,"Private room",2007,1087,217,1,1,0
43108,"Manhattan","Hell's Kitchen",40.7667,-73.98692,TRUE,"Shared room",2016,648,130,1,5,23
97630,"Queens","Woodhaven",40.69783,-73.85221,FALSE,"Private room",2011,934,187,2,1,108
64592,"Manhattan","Theater District",40.76046,-73.98503,TRUE,"Private room",2012,155,31,30,8,312
19572,"Manhattan","Nolita",40.71995,-73.99461,TRUE,"Private room",2005,148,30,2,3,44
73789,"Brooklyn","Bedford-Stuyvesant",40.68424,-73.93851,TRUE,"Entire home/apt",2006,759,152,5,1,301
94319,"Manhattan","Murray Hill",40.74922,-73.97744,FALSE,"Entire home/apt",2018,1163,233,30,1,47
51729,"Brooklyn","Bushwick",40.69076,-73.91487,FALSE,"Private room",2012,743,149,2,9,79
72916,"Brooklyn","Crown Heights",40.67902,-73.96101,FALSE,"Entire home/apt",2021,1120,224,5,1,0
49410,"Manhattan","Upper East Side",40.77739,-73.94916,TRUE,"Entire home/apt",2009,1109,222,30,232,307
22995,"Manhattan","West Village",40.73369,-74.00534,FALSE,"Entire home/apt",2018,382,76,4,1,35
98415,"Manhattan","East Village",40.72244,-73.98194,TRUE,"Entire home/apt",2009,528,106,4,1,1
80224,"Brooklyn","Bedford-Stuyvesant",40.68988,-73.94137,FALSE,"Entire home/apt",2017,473,95,2,1,0
63793,"Brooklyn","Gravesend",40.58788,-73.97527,TRUE,"Private room",2013,881,176,30,1,346
7661,"Staten Island","Tompkinsville",40.62105,-74.08723,FALSE,"Private room",2016,1037,207,2,2,242
33111,"Brooklyn","Bedford-Stuyvesant",40.6834,-73.93648,FALSE,"Entire home/apt",2021,421,84,2,1,81
68577,"Brooklyn","Bedford-Stuyvesant",40.68361,-73.93883,TRUE,"Private room",2011,581,116,3,1,0
87722,"Brooklyn","Clinton Hill",40.68583,-73.96434,FALSE,"Private room",2018,142,28,2,2,0
6691,"Brooklyn","Bushwick",40.69711,-73.93373,FALSE,"Entire home/apt",2006,175,35,3,1,372
79591,"Brooklyn","Bedford-Stuyvesant",40.69624,-73.93414,TRUE,"Private room",2009,726,145,4,6,120
6330,"Manhattan","Gramercy",40.73346,-73.98216,TRUE,"Entire home/apt",2008,1036,207,30,39,127
38654,"Brooklyn","Bedford-Stuyvesant",40.68551,-73.9324,FALSE,"Private room",2018,720,144,30,27,346
67569,"Manhattan","East Harlem",40.79967,-73.94463,TRUE,"Entire home/apt",2014,112,22,30,2,363
13515,"Brooklyn","East Flatbush",40.65382,-73.93903,FALSE,"Entire home/apt",2010,514,103,1,4,165
6634,"Brooklyn","Fort Greene",40.68916,-73.977,TRUE,"Entire home/apt",2011,590,118,4,2,126
64037,"Queens","Fresh Meadows",40.7523,-73.78529,FALSE,"Entire home/apt",2011,931,186,14,10,338
31452,"Brooklyn","Gowanus",40.66623,-73.99267,TRUE,"Private room",2011,495,99,2,3,74
17709,"Manhattan","Hell's Kitchen",40.75913,-73.98991,FALSE,"Private room",2006,557,111,1,1,170
6240,"Brooklyn","Greenpoint",40.73298,-73.95813,TRUE,"Private room",2016,755,151,1,1,295
32730,"Brooklyn","Williamsburg",40.71264,-73.94889,FALSE,"Private room",2022,1132,226,1,2,51
59136,"Manhattan","Lower East Side",40.71978,-73.99083,TRUE,"Entire home/apt",2014,885,177,1,27,365
7886,"Manhattan","East Village",40.72816,-73.98843,TRUE,"Private room",2010,745,149,2,1,84
5598,"Brooklyn","East Flatbush",40.65301,-73.95241,TRUE,"Entire home/apt",2007,105,21,3,1,26
37513,"Brooklyn","Bushwick",40.68944,-73.907,TRUE,"Private room",2018,375,75,5,1,250
83863,"Queens","Jamaica",40.6841,-73.78203,TRUE,"Private room",2007,801,160,1,4,155
83812,"Brooklyn","Flatlands",40.62187,-73.94414,TRUE,"Entire home/apt",2006,712,142,1,1,0
67020,"Brooklyn","Bushwick",40.69578,-73.93078,TRUE,"Entire home/apt",2022,784,157,14,1,92
72406,"Manhattan","Murray Hill",40.74553,-73.97302,TRUE,"Private room",2014,273,55,6,1,25
43935,"Manhattan","West Village",40.73286,-74.00463,TRUE,"Entire home/apt",2010,523,105,3,1,2
1965,"Brooklyn","Williamsburg",40.71373,-73.94958,TRUE,"Entire home/apt",2011,437,87,3,1,41
76252,"Brooklyn","Williamsburg",40.70976,-73.96686,TRUE,"Private room",2013,1051,210,3,1,0
101713,"Brooklyn","Crown Heights",40.67656,-73.93705,FALSE,"Entire home/apt",2012,1112,222,2,1,28
30494,"Manhattan","Roosevelt Island",40.76032,-73.95164,TRUE,"Private room",2011,132,26,3,2,358
21143,"Brooklyn","Prospect Heights",40.68018,-73.96422,TRUE,"Entire home/apt",2020,439,88,2,1,235
12963,"Brooklyn","Prospect-Lefferts Gardens",40.6626,-73.96003,TRUE,"Entire home/apt",2013,111,22,2,1,114
84597,"Manhattan","Upper East Side",40.77654,-73.94904,FALSE,"Entire home/apt",2007,406,81,1,1,216
